Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.68,2539.27,Yes
Male,0,Yes,No,44,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),73.8,3198.85,No
Female,1,Yes,No,20,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.74,566.1,No
Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.38,3032.63,Yes
Male,0,Yes,No,7,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),57.13,419.77,Yes
Female,0,No,No,32,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,112.38,3541.87,No
Male,0,No,Yes,67,No,No,DSL,No,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,94.97,6656.49,Yes
Female,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),64.98,2433.19,No
Female,0,No,No,24,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,58.51,1358.34,No
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,116.98,8372.12,Yes
Male,1,Yes,Yes,54,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.62,2571.79,No
Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,72.93,2844.81,Yes
Female,1,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),63.05,2090.95,Yes
Female,0,No,No,45,No,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,100.85,4425.29,Yes
Male,0,No,No,61,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,103.15,6407.19,Yes
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Mailed check,81.27,5750.11,No
Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.17,2700.23,No
Female,0,No,No,51,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.31,3054.31,No
Female,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,No,Yes,No,No,One year,Yes,Electronic check,28.09,1502.55,No
Male,0,No,No,27,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,72.47,1971.21,Yes
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),40.8,1621.54,No
Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,120,7078.89,Yes
Female,0,No,No,18,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,No,Electronic check,48.57,851.55,No
Male,1,No,No,64,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,95.77,6016.54,Yes
Female,0,No,No,30,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),110.85,3413.9,Yes
Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.87,4325.81,Yes
Female,0,Yes,No,41,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,49.8,1988.53,No
Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.66,628.78,No
Female,0,Yes,Yes,34,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,120,3894.93,Yes
Male,0,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),120,2901.18,Yes
Male,0,No,No,66,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,74.1,4845.62,No
Male,0,No,Yes,18,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,54.85,973.04,No
Female,0,No,Yes,5,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,38.9,191.53,No
Female,0,No,No,19,Yes,No phone service,DSL,No,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),46.41,847.27,No
Female,1,No,Yes,42,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,86.31,3574.57,Yes
Female,0,Yes,No,18,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,120,2224.37,Yes
Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),61.44,1949.14,No
Male,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),100.95,2138.22,Yes
Female,0,No,Yes,10,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.95,888.57,Yes
Male,1,Yes,No,37,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,56.23,1990.99,No
Male,0,No,No,49,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,94.97,4830.34,No
Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.9,1225.68,Yes
Male,1,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),92.5,5011.36,Yes
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.62,928.33,No
Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),86.51,794.77,Yes
Male,0,No,No,44,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.67,4542.99,Yes
Female,0,Yes,No,46,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,No,Mailed check,93.67,4387.24,Yes
Male,0,Yes,No,8,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,97.33,747.95,Yes
Male,1,No,No,37,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.91,2279.5,No
Male,1,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Electronic check,97.18,1921.96,Yes
Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,103.7,6360.77,Yes
Female,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,51.29,2431.06,No
Male,0,No,No,71,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23.48,1651.98,No
Female,1,No,No,26,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,114.07,3020.32,Yes
Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.12,2272.89,No
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),42.72,1972.7,No
Female,0,No,No,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,71.37,961.87,Yes
Female,0,No,Yes,63,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),56.9,3597.66,No
Male,0,No,No,72,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,18,1262.77,No
Male,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.75,273.94,Yes
Male,0,Yes,No,28,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,91,2590.8,Yes
Female,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),34.06,1024.99,No
Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),64.24,1117.62,Yes
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.48,1254.26,No
Female,1,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),39.24,1824,No
Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,46.94,242.77,Yes
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.86,4776.73,No
Male,0,No,No,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),120,7336.44,Yes
Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),52.6,2512.45,No
Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),90.17,1173.23,Yes
Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,88.93,2879.68,Yes
Female,0,No,No,62,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18,1168.33,No
Male,0,No,No,16,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Electronic check,23.45,386.49,No
Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),120,5217.27,Yes
Female,1,No,Yes,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.81,2792.7,No
Female,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,78.59,484.72,Yes
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.1,1181.69,Yes
Male,0,Yes,Yes,4,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18,70.41,No
Female,0,No,Yes,56,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),44.54,2597.97,No
Male,0,Yes,No,64,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5347.09,Yes
Male,1,No,No,68,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),36.87,2620.54,No
Female,0,Yes,No,34,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),53.66,1869.2,No
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,28.88,1592.47,No
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.78,1248.09,No
Male,1,No,No,9,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.2,449.15,No
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),18,1144.6,No
Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),100.15,7512.89,Yes
Female,0,No,No,33,Yes,No phone service,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,23.34,790.73,No
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,59.83,1261.5,Yes
Female,0,No,No,55,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),42.65,2446.05,No
Female,0,Yes,No,57,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,97.31,5598.1,Yes
Female,1,No,No,2,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.03,58.02,No
Female,0,No,Yes,13,No,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,41.54,558.43,No
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.89,103.73,No
Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),18,861.08,No
Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.27,3885.26,Yes
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.97,1972.84,Yes
Female,0,No,Yes,29,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,71.57,2073.57,Yes
Male,0,No,Yes,8,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.31,711.62,Yes
Female,0,Yes,No,12,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),68.24,846.51,Yes
Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,51.68,2080.41,No
Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,No,Electronic check,72.79,1885.49,Yes
Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,49.81,2415.95,No
Female,0,No,No,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),98.37,,Yes
Male,0,No,No,55,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),54.14,3025.47,No
Female,0,No,No,56,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.42,3307.76,No
Male,0,Yes,No,14,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.1,1140.64,Yes
Female,0,No,No,6,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,120,722.02,Yes
Female,0,No,No,61,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),34.33,1998.59,No
Female,0,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,28.45,328.66,No
Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.65,776.68,Yes
Female,1,Yes,Yes,19,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.55,836.43,No
Female,0,Yes,No,44,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,86,3726.4,Yes
Male,0,No,No,59,No,No,DSL,No internet service,No,Yes,No,No internet service,No,One year,Yes,Mailed check,70.92,4120.68,No
Female,0,Yes,Yes,37,No,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,31.42,1213.29,No
Male,0,Yes,No,25,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,87.48,2083.3,Yes
Female,0,No,Yes,16,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,120,1935.42,Yes
Male,0,No,No,38,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),41.03,1574.32,No
Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,74.76,3307.23,Yes
Male,0,Yes,No,14,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,18,263.38,No
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,53.96,319.09,Yes
Male,0,No,Yes,23,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.29,1698.05,Yes
Female,1,No,No,60,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.76,3708.05,No
Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),68.38,858.9,Yes
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),41.66,562.74,No
Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,102.8,627.1,Yes
Female,1,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,52.68,3437.23,No
Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,28.12,1024.24,No
Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.84,3152.78,No
Female,0,No,No,52,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),92.69,4585.2,Yes
Female,0,No,No,40,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.63,3159.89,Yes
Male,0,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,49.47,400.92,Yes
Male,0,No,Yes,61,No,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,118.19,7487.56,Yes
Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Electronic check,62.76,508.75,Yes
Male,0,No,No,34,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),18,622.05,No
Female,0,Yes,No,60,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),82.83,4772.91,No
Female,0,No,No,57,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),60.88,3527.37,No
Female,0,Yes,No,46,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,62.78,2874.7,No
Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,91.66,2047.06,Yes
Female,0,Yes,No,40,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.17,2247.05,No
Male,1,No,Yes,45,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),56.29,2553.69,No
Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,27.39,1495.01,No
Male,0,Yes,Yes,51,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,49.12,2519.81,No
Male,0,No,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.35,348.98,Yes
Female,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,47.36,609.27,No
Female,0,No,No,28,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,18,497.66,No
Female,0,No,No,62,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,84.54,5365.39,Yes
Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),85.77,2100.97,Yes
Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,86,626.61,Yes
Male,0,No,Yes,38,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.23,1433.42,No
Female,0,Yes,No,37,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,64.38,2337.88,Yes
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,72.19,5047.95,No
Male,1,Yes,No,42,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),82.84,3478.24,Yes
Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),83.51,404.75,Yes
Male,0,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),22.62,1483.5,No
Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,116.66,5618.66,Yes
Male,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.75,417.37,No
Male,0,No,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18,978.69,No
Male,0,Yes,Yes,25,No,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,462.16,No
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,85.96,796.14,Yes
Male,1,No,Yes,38,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,108.47,4036.67,Yes
Male,1,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,46.03,1049.78,No
Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,18,901.64,No
Male,0,No,No,68,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),91.24,6411.52,Yes
Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),26.06,399.05,No
Female,0,Yes,No,65,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),83.57,5475.29,Yes
Male,1,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),37.27,1933.97,No
Male,0,No,No,30,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.83,1587.7,No
Female,0,Yes,No,20,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,74.58,1520.01,Yes
Female,0,Yes,No,33,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.8,2422.12,Yes
Male,0,No,Yes,7,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.2,488.66,Yes
Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,109.11,877.28,Yes
Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.43,3279.41,Yes
Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,118.77,5273.89,Yes
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,59.72,631.75,Yes
Female,0,Yes,Yes,31,No,No,DSL,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,68.18,2053.75,Yes
Female,1,Yes,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,106.35,1310.51,Yes
Female,0,No,No,51,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),45.45,2264.97,No
Female,0,Yes,Yes,44,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,52.11,2178.71,No
Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),65.63,3444.6,No
Male,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,64.42,1063.46,Yes
Male,1,No,No,35,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),56.41,2005.03,No
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,36.95,36.95,No
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),90.63,2654.48,Yes
Male,0,Yes,No,51,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,53.38,2803.79,No
Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),69.69,4672.63,No
Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),64.79,268.5,Yes
Female,1,No,No,28,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,85.26,2401.1,Yes
Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,78.69,1241.88,Yes
Female,0,Yes,Yes,63,No,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,57.34,3606.09,No
Male,0,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.55,2880.35,No
Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,One year,No,Electronic check,61.68,1085.61,Yes
Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),31.71,1312.27,No
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,40.87,536.48,No
Male,0,No,No,52,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),80.92,4198.14,Yes
Female,0,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.98,4209.89,No
